pattern_id,site_id,category,description,signal_fingerprint,time_fingerprint,recurrence_rule,auto_suppress,confidence,times_matched,times_confirmed_false,times_was_real_leak,created_at,created_by,last_matched_at,last_updated_at,is_active,notes
BDE99C15255A,Property 11127,false_alarm,False Alarm,"{""signals_active"": [""MNF"", ""RESIDUAL"", ""CUSUM"", ""AFTERHRS"", ""BURSTBF""], ""signal_scores"": {""MNF"": 0.8, ""RESIDUAL"": 1.0, ""CUSUM"": 1.0, ""AFTERHRS"": 1.0, ""BURSTBF"": 1.0}, ""mnf_range"": null, ""volume_range"": [10.32, 30.96], ""duration_range"": [90.0, 102.0]}","{""days_of_week"": [0], ""time_window_start"": null, ""time_window_end"": null, ""typical_duration_hours"": null}","{""is_recurring"": false, ""type"": null, ""days_of_week"": [0]}",False,0.6,0,1,0,2025-12-04T12:21:14.500298,dashboard_user,,2025-12-04T12:21:14.500298,True,
